timestamp,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote,ignore
2025-03-12 10:00:00,82680.06,82771.05,82106.09,82492.67,1102.97753,1741777199999,90856136.5089871,135675,537.30103,44255115.0453373,0
2025-03-12 11:00:00,82492.67,83076.79,82430.01,83004.45,1011.46578,1741780799999,83703801.5076519,135719,569.90885,47166213.4111226,0
2025-03-12 12:00:00,83004.45,84539.85,82873.2,84069.0,3646.97894,1741784399999,305668480.6798946,408879,1919.96816,160971911.3046221,0
2025-03-12 13:00:00,84069.01,84217.12,82357.44,82686.27,3372.60984,1741787999999,281332843.8249918,471937,1595.15947,133130289.4439127,0
2025-03-12 14:00:00,82686.26,82920.35,81528.58,81535.72,2050.67834,1741791599999,168407317.6809651,427594,877.00688,72047465.4498559,0
2025-03-12 15:00:00,81535.72,82013.4,80607.65,81738.97,2743.33871,1741795199999,222906135.9743367,388360,1342.67702,109152942.1900419,0
2025-03-12 16:00:00,81738.97,82287.52,81626.64,81970.76,1321.98489,1741798799999,108364308.9034647,271106,670.17274,54947308.0227059,0
2025-03-12 17:00:00,81970.77,82884.51,81780.01,81844.41,1198.71111,1741802399999,98794332.4987223,247714,651.35212,53701086.8953168,0
2025-03-12 18:00:00,81844.41,82803.76,81723.0,82628.68,844.66253,1741805999999,69623771.7838836,204158,391.78828,32288870.5567567,0
2025-03-12 19:00:00,82628.67,83165.46,82487.85,82915.93,850.153,1741809599999,70427117.7441985,168528,392.91189,32560098.8854538,0
2025-03-12 20:00:00,82915.94,83189.23,82709.36,83124.95,576.74871,1741813199999,47883723.5434798,86356,249.80483,20737606.7930434,0
2025-03-12 21:00:00,83124.95,83321.51,82852.29,83093.69,387.93382,1741816799999,32253934.6817476,84479,173.54992,14432459.5598292,0
2025-03-12 22:00:00,83093.69,83693.0,83087.4,83651.15,607.96587,1741820399999,50740954.2561614,118361,339.9378,28368683.0988513,0
2025-03-12 23:00:00,83651.15,83887.26,83409.09,83680.12,680.15952,1741823999999,56877358.2074527,113981,314.41094,26302087.7256591,0
2025-03-13 00:00:00,83680.12,84000.0,83438.67,83444.88,1194.25124,1741827599999,99989337.5950264,168538,541.09323,45322375.8044681,0
2025-03-13 01:00:00,83444.89,84222.0,83312.92,83919.68,950.45575,1741831199999,79650128.2902504,143421,609.67986,51105487.0961248,0
2025-03-13 02:00:00,83919.69,84336.33,83743.14,83785.58,902.34187,1741834799999,75779891.9455304,147672,361.25383,30352641.540283,0
2025-03-13 03:00:00,83785.59,84199.54,83542.53,83577.14,720.43836,1741838399999,60400080.8646186,159235,365.7215,30663606.0089697,0
2025-03-13 04:00:00,83577.14,83709.03,83201.91,83286.63,739.22902,1741841999999,61683047.1752408,124111,286.13392,23873585.6560711,0
2025-03-13 05:00:00,83286.63,83540.83,83077.0,83157.16,747.63636,1741845599999,62254054.9601703,137201,329.57061,27444092.4991952,0
2025-03-13 06:00:00,83157.16,83329.42,82851.0,83292.6,814.14759,1741849199999,67641951.4578871,133549,395.2471,32840842.5306954,0
2025-03-13 07:00:00,83292.6,83559.06,83127.98,83151.99,783.38238,1741852799999,65270189.4982827,110523,313.0113,26086705.0459659,0
2025-03-13 08:00:00,83152.0,83262.58,82400.04,82973.35,822.40169,1741856399999,68110581.4098086,162126,331.43574,27444903.300634,0
2025-03-13 09:00:00,82973.34,83522.61,82969.79,83426.87,964.97054,1741859999999,80385027.6299763,160804,495.1297,41241082.1864442,0
2025-03-13 10:00:00,83426.87,83488.43,83001.0,83191.67,754.49967,1741863599999,62802951.608795,118677,327.42455,27254428.9212326,0
2025-03-13 11:00:00,83191.67,83229.42,82708.29,82975.86,657.69577,1741867199999,54539650.9850142,133334,273.48617,22676452.4749855,0
2025-03-13 12:00:00,82975.86,83900.0,82286.0,82517.99,1673.24224,1741870799999,138816148.3463182,236470,840.46537,69784283.7261802,0
2025-03-13 13:00:00,82518.0,83111.64,81600.0,81777.15,2056.53095,1741874399999,169562757.8209216,388974,842.1231,69508402.2853872,0
2025-03-13 14:00:00,81777.15,82524.46,81546.52,82009.5,1725.43591,1741877999999,141550306.8226446,368810,878.37934,72080048.6096701,0
2025-03-13 15:00:00,82009.51,82193.66,80954.29,81044.72,2175.89338,1741881599999,177161899.2251217,316523,909.32875,74043253.9136215,0
2025-03-13 16:00:00,81044.72,81264.73,80666.0,80876.36,1686.93991,1741885199999,136584803.6357607,247494,772.46041,62534669.272205,0
2025-03-13 17:00:00,80876.36,80893.02,79939.9,80064.0,2988.91877,1741888799999,240125767.5603375,311785,1278.08129,102695093.5742698,0
2025-03-13 18:00:00,80063.99,80957.84,79996.65,80820.05,1638.17538,1741892399999,132098796.8080286,231274,847.28802,68301056.6554411,0
2025-03-13 19:00:00,80820.05,81031.81,80137.47,80211.4,1081.83567,1741895999999,87124552.7565532,173189,538.05923,43340702.9466853,0
2025-03-13 20:00:00,80210.4,80735.83,80189.89,80379.05,770.63142,1741899599999,62023552.7532406,126520,418.78048,33709630.4104065,0
2025-03-13 21:00:00,80379.05,80882.65,80280.66,80819.99,713.67943,1741903199999,57520355.5794484,93348,508.92301,41017484.0008026,0
2025-03-13 22:00:00,80819.99,81400.0,80730.48,81395.54,550.15428,1741906799999,44586104.4314607,83506,361.15035,29274246.8953829,0
2025-03-13 23:00:00,81395.54,81484.23,81046.57,81115.78,433.38654,1741910399999,35208172.0789528,90009,188.95449,15350355.7668252,0
2025-03-14 00:00:00,81115.78,81694.41,80818.84,81503.31,721.32303,1741913999999,58619261.2186674,120170,392.42863,31894586.2938877,0
2025-03-14 01:00:00,81503.31,81876.17,81206.04,81603.08,506.51801,1741917599999,41299933.0275439,100487,249.24944,20331411.7888571,0
2025-03-14 02:00:00,81603.07,82270.51,81588.51,82226.98,714.90216,1741921199999,58572676.8437617,105759,406.04248,33272888.3190857,0
2025-03-14 03:00:00,82226.98,82247.7,81708.96,81888.77,803.86317,1741924799999,65859959.4973113,84755,185.93832,15236671.3996995,0
2025-03-14 04:00:00,81888.77,82040.0,81841.99,81948.16,371.30991,1741928399999,30431273.8026798,59622,178.89842,14661223.0238162,0
2025-03-14 05:00:00,81948.17,82218.03,81820.22,82141.96,622.41868,1741931999999,51029783.1609984,61761,272.78661,22369925.8520037,0
2025-03-14 06:00:00,82141.96,82191.22,81780.08,82038.09,405.28499,1741935599999,33214553.665427,68281,145.13112,11894168.2334685,0
2025-03-14 07:00:00,82038.09,82454.5,81895.95,82170.85,622.58387,1741939199999,51167440.0034326,80858,361.11371,29682794.3330462,0
2025-03-14 08:00:00,82170.84,82647.21,82170.84,82593.44,641.79384,1741942799999,52925173.0041288,109025,389.88473,32153424.5215641,0
2025-03-14 09:00:00,82593.45,82940.34,82569.31,82776.5,710.88441,1741946399999,58850446.9864925,95028,345.24629,28578591.8261944,0
2025-03-14 10:00:00,82776.51,83300.01,82672.29,83042.22,1268.05152,1741949999999,105308839.5773541,94440,732.14836,60809412.8196476,0
2025-03-14 11:00:00,83042.21,83348.46,82975.33,83253.15,719.70825,1741953599999,59855896.1769568,96940,383.78334,31920023.3677098,0
2025-03-14 12:00:00,83253.15,83526.96,83052.41,83420.87,921.32806,1741957199999,76771117.9779205,104328,471.03484,39261294.1887704,0
2025-03-14 13:00:00,83420.87,83888.0,83040.83,83602.16,1846.65606,1741960799999,154229718.3202835,225378,1056.7134,88292906.137209,0
2025-03-14 14:00:00,83602.15,83602.15,82640.59,83524.8,3070.46253,1741964399999,255163336.0995254,387899,1554.24681,129178219.974094,0
2025-03-14 15:00:00,83524.8,85309.71,83524.8,84724.58,5578.42625,1741967999999,472400303.80414486,423320,3251.61428,275296205.4645458,0
2025-03-14 16:00:00,84724.58,84950.0,83949.19,84787.37,2261.19233,1741971599999,191164454.6227554,272661,1203.68529,101801694.287684,0
2025-03-14 17:00:00,84787.37,84838.0,84194.01,84365.18,861.11789,1741975199999,72736603.0363727,182737,402.26652,33970526.4178372,0
2025-03-14 18:00:00,84365.18,84726.42,84203.66,84570.54,803.03307,1741978799999,67833812.7130907,144627,423.01165,35733483.108154,0
2025-03-14 19:00:00,84570.54,84929.45,84458.44,84554.0,737.1922,1741982399999,62428146.0148981,130095,342.78781,29031617.7079176,0
2025-03-14 20:00:00,84554.0,84554.01,83717.69,84127.2,1000.5735,1741985999999,84164063.7265018,132374,471.23705,39645479.279802,0
2025-03-14 21:00:00,84127.21,84299.7,83953.57,84205.79,383.76632,1741989599999,32299915.0621333,68995,197.43212,16618732.3825029,0
2025-03-14 22:00:00,84205.79,84512.05,84105.73,84438.06,849.70705,1741993199999,71671827.5044725,81167,529.83084,44695129.1416995,0
2025-03-14 23:00:00,84438.07,84445.2,83950.06,83983.2,436.43045,1741996799999,36731059.6943185,60280,136.37482,11477057.1489831,0
2025-03-15 00:00:00,83983.19,84351.88,83964.57,84297.14,404.85017,1742000399999,34090452.5798683,71871,242.18318,20395179.9125052,0
2025-03-15 01:00:00,84297.13,84583.04,84107.27,84353.85,433.0424,1742003999999,36517772.7725526,68989,216.06572,18229268.8550413,0
2025-03-15 02:00:00,84353.85,84632.08,84160.37,84557.95,452.46432,1742007599999,38189317.1821554,67388,271.14293,22887389.5690889,0
2025-03-15 03:00:00,84557.96,84676.28,84418.38,84491.99,510.72249,1742011199999,43175485.2871101,63991,260.36188,22013000.8948468,0
2025-03-15 04:00:00,84492.0,84559.0,84300.04,84456.57,295.90084,1742014799999,24986226.7784106,42998,158.41154,13376409.8819388,0
2025-03-15 05:00:00,84456.58,84478.03,84266.25,84266.26,264.13452,1742018399999,22282934.8184192,31097,95.0937,8021879.4009773,0
2025-03-15 06:00:00,84266.26,84308.16,84160.37,84183.28,311.33661,1742021999999,26218321.4460694,38093,102.4862,8631778.4246764,0
2025-03-15 07:00:00,84183.28,84192.21,83791.09,83827.31,916.14417,1742025599999,76936936.2507269,72812,254.71367,21389592.0699458,0
2025-03-15 08:00:00,83827.32,84032.9,83618.0,83891.36,779.80417,1742029199999,65373203.0939405,74162,310.0403,25991831.8340823,0
2025-03-15 09:00:00,83891.37,83975.22,83710.32,83966.95,949.50063,1742032799999,79603400.1211048,62942,391.6626,32839800.207941,0
2025-03-15 10:00:00,83966.95,83994.11,83667.23,83912.19,385.90322,1742036399999,32351361.113511,57645,170.63452,14307212.308678,0
2025-03-15 11:00:00,83912.19,84184.58,83842.95,84103.74,436.48745,1742039999999,36677336.7918157,51675,314.86144,26457952.7230497,0
2025-03-15 12:00:00,84103.74,84272.19,84010.58,84136.53,638.42673,1742043599999,53742720.6311988,55147,286.38862,24107980.3648574,0
2025-03-15 13:00:00,84136.53,84499.74,84132.08,84460.0,810.2508,1742047199999,68346199.6760932,73206,486.98594,41078934.9599948,0
2025-03-15 14:00:00,84459.99,84459.99,84106.83,84131.75,859.8038,1742050799999,72416511.0083957,75319,234.43535,19752272.6881834,0
2025-03-15 15:00:00,84131.75,84408.6,84131.75,84346.02,487.41953,1742054399999,41093994.2721032,65441,302.00783,25462438.9480838,0
2025-03-15 16:00:00,84346.03,84498.72,84196.0,84362.91,680.60018,1742057999999,57407749.6071596,64136,362.59635,30585562.4509484,0
2025-03-15 17:00:00,84362.9,84495.43,84277.66,84422.25,392.01683,1742061599999,33091261.0855561,49099,218.87392,18474803.9506336,0
2025-03-15 18:00:00,84422.25,84476.46,84125.01,84223.29,284.29156,1742065199999,23961834.5108714,48331,89.46192,7541918.2398862,0
2025-03-15 19:00:00,84223.28,84320.49,84076.92,84299.98,324.78211,1742068799999,27343664.5879324,42779,82.90264,6982052.1631132,0
2025-03-15 20:00:00,84299.99,84450.0,84299.98,84389.31,174.96258,1742072399999,14766925.039083,40730,104.60049,8828135.1749491,0
2025-03-15 21:00:00,84389.31,84467.7,84237.58,84388.73,199.25715,1742075999999,16812743.0455955,42518,92.21762,7781466.0340855,0
2025-03-15 22:00:00,84388.73,84450.1,84322.82,84382.65,161.41378,1742079599999,13620778.7913528,41752,71.158,6004638.9836707,0
2025-03-15 23:00:00,84382.65,84411.69,84268.4,84338.44,171.21716,1742083199999,14438541.3427243,27549,76.00492,6409830.2119884,0
2025-03-16 00:00:00,84338.44,84391.06,84213.03,84253.52,183.74346,1742086799999,15487450.4936373,43105,91.41024,7704699.3576326,0
2025-03-16 01:00:00,84253.53,84277.03,83840.0,83869.31,457.47235,1742090399999,38449598.6718688,61501,148.11204,12449512.0547324,0
2025-03-16 02:00:00,83869.32,84130.39,83733.86,83966.05,320.67384,1742093999999,26906709.5942658,68538,145.11688,12178749.562846,0
2025-03-16 03:00:00,83966.05,84393.72,83906.26,84332.34,252.10048,1742097599999,21214788.744337,44515,148.32944,12482534.9822491,0
2025-03-16 04:00:00,84332.35,84418.0,84245.98,84408.97,266.06424,1742101199999,22444422.6837864,38614,185.16009,15620845.1490726,0
2025-03-16 05:00:00,84408.97,84411.85,84305.95,84395.31,207.70079,1742104799999,17523012.2182399,27757,115.30931,9728603.9575717,0
2025-03-16 06:00:00,84395.31,84400.0,84228.0,84228.0,145.78217,1742108399999,12292431.6165769,26216,52.0948,4392791.5737806,0
2025-03-16 07:00:00,84228.01,84373.64,83972.57,84273.96,345.16527,1742111999999,29063850.3260499,50112,179.11849,15084410.9504559,0
2025-03-16 08:00:00,84273.95,84335.43,84162.83,84268.36,218.05774,1742115599999,18369313.9274917,35700,123.10413,10369455.6910438,0
2025-03-16 09:00:00,84268.36,84271.03,83800.0,83897.02,456.91285,1742119199999,38383208.4880214,67425,159.81288,13424594.9576692,0
2025-03-16 10:00:00,83897.02,84066.92,83649.04,83666.98,458.6363,1742122799999,38434537.6153534,72795,196.45935,16469872.5301497,0
2025-03-16 11:00:00,83666.98,83691.61,82381.46,82410.02,1849.0388,1742126399999,153202538.8513362,235410,686.35282,56848096.4159785,0
2025-03-16 12:00:00,82410.01,82931.41,82400.0,82755.89,1045.99634,1742129999999,86462625.3044747,143815,583.84918,48264342.9637803,0
2025-03-16 13:00:00,82755.89,83151.81,82498.38,82596.1,1101.71905,1742133599999,91245067.9927173,150921,510.75313,42315798.8739014,0
2025-03-16 14:00:00,82596.09,83385.97,82575.36,83373.16,862.87399,1742137199999,71547110.2157221,143442,461.23847,38250198.4114331,0
2025-03-16 15:00:00,83373.15,83508.95,82981.14,83320.83,771.86427,1742140799999,64267260.074258,139248,417.87283,34799903.8264704,0
2025-03-16 16:00:00,83320.83,85117.04,83293.42,83634.53,3344.71639,1742144399999,282015006.2873966,398465,1820.13981,153548560.8971083,0
2025-03-16 17:00:00,83633.49,84118.56,83483.45,83913.22,905.46005,1742147999999,75882850.6348497,158886,450.48668,37758580.5879351,0
2025-03-16 18:00:00,83913.22,84094.52,83633.14,83701.75,531.09149,1742151599999,44534312.0644344,115550,245.93124,20625947.6840658,0
2025-03-16 19:00:00,83701.76,83727.28,82562.36,83098.47,1100.6719,1742155199999,91441057.2740055,222580,451.51123,37500218.9936507,0
2025-03-16 20:00:00,83098.47,83453.01,82910.77,83216.98,547.08888,1742158799999,45499346.3319522,109684,278.00051,23125609.2672048,0
2025-03-16 21:00:00,83216.99,83224.31,82688.82,82766.52,482.34007,1742162399999,39988600.1011186,87407,229.94703,19060437.379274,0
2025-03-16 22:00:00,82766.51,82846.0,82090.7,82093.71,911.28605,1742165999999,75082093.9666618,182613,370.12128,30492052.0575811,0
2025-03-16 23:00:00,82093.72,82632.0,81981.12,82574.53,829.66854,1742169599999,68319362.818167,143648,455.72131,37541646.9501609,0
2025-03-17 00:00:00,82574.52,83156.5,82523.0,83054.91,514.41819,1742173199999,42613862.5327788,100373,285.20946,23632416.0451299,0
2025-03-17 01:00:00,83054.9,83400.0,82825.55,83233.8,552.38898,1742176799999,45910299.4215486,114762,271.85972,22600405.1453753,0
2025-03-17 02:00:00,83233.8,83375.35,82981.68,83212.51,364.65635,1742180399999,30335904.1697655,83544,186.46359,15511343.9296714,0
2025-03-17 03:00:00,83212.51,83725.39,83212.5,83675.65,708.95371,1742183999999,59208243.8875247,97295,379.8999,31725978.2739562,0
2025-03-17 04:00:00,83675.64,83869.77,83522.0,83615.53,468.72749,1742187599999,39239509.1495917,75978,221.85057,18574938.2339206,0
2025-03-17 05:00:00,83615.53,83615.53,83120.0,83120.0,603.93675,1742191199999,50311526.010963,80401,212.25427,17681293.6376332,0
2025-03-17 06:00:00,83120.01,83295.07,82682.62,83220.91,642.44701,1742194799999,53370538.2956052,108501,256.31065,21289782.1396585,0
2025-03-17 07:00:00,83220.91,83636.36,83212.83,83567.87,721.46174,1742198399999,60158350.860694,111403,397.16027,33118345.3481179,0
2025-03-17 08:00:00,83567.88,83719.39,83221.18,83547.17,511.92445,1742201999999,42734627.9023655,83153,266.66276,22259651.9900975,0
2025-03-17 09:00:00,83547.16,83783.02,83431.09,83664.31,550.97551,1742205599999,46076157.4205434,77190,302.0514,25265372.6818718,0
2025-03-17 10:00:00,83664.31,83687.17,83260.04,83344.34,424.06115,1742209199999,35376077.6475554,78416,149.36999,12460861.1251399,0
2025-03-17 11:00:00,83344.34,83699.0,83220.11,83514.73,417.30684,1742212799999,34857413.9281853,76722,237.42328,19836294.6741417,0
2025-03-17 12:00:00,83514.73,84000.0,83002.01,83052.0,1602.93914,1742216399999,133695608.4271802,261354,788.64201,65797154.2079109,0
2025-03-17 13:00:00,83052.01,83735.84,82808.52,83023.38,1353.72595,1742219999999,112670530.998073,269671,691.35114,57554820.6976189,0
2025-03-17 14:00:00,83023.37,83358.5,82456.0,82913.03,1546.82937,1742223599999,128144324.3444336,297571,746.7713,61876218.1963445,0
2025-03-17 15:00:00,82913.03,83701.71,82706.58,83531.06,969.57355,1742227199999,80783620.0585078,197632,548.7098,45705797.209012,0
2025-03-17 16:00:00,83531.07,83878.9,83103.6,83448.86,972.11069,1742230799999,81194703.2005431,170634,485.64669,40579662.3311106,0
2025-03-17 17:00:00,83448.86,84336.89,83358.49,84197.46,1045.92714,1742234399999,87882504.1375897,173669,559.53621,47019506.2330822,0
2025-03-17 18:00:00,84197.46,84585.0,83983.74,84496.58,1090.21429,1742237999999,91925361.9792656,143428,464.23427,39163721.4642511,0
2025-03-17 19:00:00,84496.57,84756.83,84311.07,84482.55,725.81983,1742241599999,61326826.7708869,132216,296.31488,25041018.9962014,0
2025-03-17 20:00:00,84482.55,84506.8,83846.15,83954.36,506.33404,1742245199999,42585133.3909063,102938,199.31045,16759461.5870247,0
2025-03-17 21:00:00,83954.36,84251.86,83883.87,84077.8,377.45641,1742248799999,31722236.7958,72431,204.33688,17174267.440088,0
2025-03-17 22:00:00,84077.8,84249.99,84000.02,84061.19,218.83761,1742252399999,18410961.3946226,45568,96.60268,8126694.7305236,0
2025-03-17 23:00:00,84061.19,84140.98,83746.12,84010.03,323.71739,1742255999999,27182491.321944,59906,139.91894,11750415.4698476,0
2025-03-18 00:00:00,84010.02,84021.74,83702.53,83790.24,280.13543,1742259599999,23485018.4998483,66582,116.65055,9780752.0903276,0
2025-03-18 01:00:00,83790.24,83915.98,83015.39,83161.97,903.36529,1742263199999,75244032.4849662,128235,355.17839,29585414.5872141,0
2025-03-18 02:00:00,83161.98,83532.61,83081.67,83367.64,445.46915,1742266799999,37134346.88313,102311,257.68618,21481566.6283496,0
2025-03-18 03:00:00,83367.65,83367.65,82960.0,83147.6,598.19056,1742270399999,49728331.5279582,96388,248.03144,20617158.9877802,0
2025-03-18 04:00:00,83147.6,83205.77,82838.8,82989.11,621.0049,1742273999999,51591549.3009828,83188,278.20693,23112298.0597809,0
2025-03-18 05:00:00,82989.11,83128.1,82895.57,83010.87,743.9242,1742277599999,61747207.5952635,66368,227.61232,18894788.0744209,0
2025-03-18 06:00:00,83010.86,83019.4,82244.68,82450.01,1234.9382,1742281199999,101943950.611834,132856,445.55922,36776013.4574584,0
2025-03-18 07:00:00,82450.02,83280.0,82358.69,83163.81,1191.95624,1742284799999,98912592.8254272,183004,660.63826,54812983.4869364,0
2025-03-18 08:00:00,83163.81,83452.3,83048.71,83281.29,526.74962,1742288399999,43860944.0702911,91244,249.36594,20766068.8824357,0
